Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
10/15/2015 16:00:00,97.15,10/15/2015 16:00:00,57.87,10/15/2015 16:00:00,81.48,10/15/2015 16:00:00,5,10/15/2015 16:00:00,71.78
10/16/2015 16:00:00,98.24,10/16/2015 16:00:00,58.72,10/16/2015 16:00:00,82.48,10/16/2015 16:00:00,4.79,10/16/2015 16:00:00,71.99
10/19/2015 16:00:00,97.94,10/19/2015 16:00:00,59.66,10/19/2015 16:00:00,80.99,10/19/2015 16:00:00,4.6,10/19/2015 16:00:00,72.65
10/20/2015 16:00:00,97.59,10/20/2015 16:00:00,59.74,10/20/2015 16:00:00,80.83,10/20/2015 16:00:00,4.46,10/20/2015 16:00:00,71.79
10/21/2015 16:00:00,97.63,10/21/2015 16:00:00,59.84,10/21/2015 16:00:00,80.21,10/21/2015 16:00:00,4.51,10/21/2015 16:00:00,69.48
10/22/2015 16:00:00,99.53,10/22/2015 16:00:00,61.4,10/22/2015 16:00:00,82.89,10/22/2015 16:00:00,4.73,10/22/2015 16:00:00,70.99
10/23/2015 16:00:00,100.31,10/23/2015 16:00:00,61.05,10/23/2015 16:00:00,82.98,10/23/2015 16:00:00,4.73,10/23/2015 16:00:00,75.62
10/26/2015 16:00:00,99.94,10/26/2015 16:00:00,61.4,10/26/2015 16:00:00,81.22,10/26/2015 16:00:00,4.6,10/26/2015 16:00:00,76.35
10/27/2015 16:00:00,100.19,10/27/2015 16:00:00,61.06,10/27/2015 16:00:00,81.09,10/27/2015 16:00:00,4.3,10/27/2015 16:00:00,79.44
10/28/2015 16:00:00,100.48,10/28/2015 16:00:00,61.44,10/28/2015 16:00:00,82.28,10/28/2015 16:00:00,4.24,10/28/2015 16:00:00,82.35
10/29/2015 16:00:00,101.37,10/29/2015 16:00:00,61.53,10/29/2015 16:00:00,82.23,10/29/2015 16:00:00,4.19,10/29/2015 16:00:00,82.22
10/30/2015 16:00:00,101.03,10/30/2015 16:00:00,60.47,10/30/2015 16:00:00,82.74,10/30/2015 16:00:00,4.36,10/30/2015 16:00:00,83.83
11/2/2015 16:00:00,102.17,11/2/2015 16:00:00,60.5,11/2/2015 16:00:00,85.28,11/2/2015 16:00:00,4.53,11/2/2015 16:00:00,84.35
11/3/2015 16:00:00,101.96,11/3/2015 16:00:00,57.85,11/3/2015 16:00:00,86.85,11/3/2015 16:00:00,4.72,11/3/2015 16:00:00,83.44
11/4/2015 16:00:00,101.94,11/4/2015 16:00:00,58.03,11/4/2015 16:00:00,85.98,11/4/2015 16:00:00,4.56,11/4/2015 16:00:00,85.4
11/5/2015 16:00:00,102.33,11/5/2015 16:00:00,58.05,11/5/2015 16:00:00,84.81,11/5/2015 16:00:00,4.39,11/5/2015 16:00:00,85.38
11/6/2015 16:00:00,101.92,11/6/2015 16:00:00,57.09,11/6/2015 16:00:00,84.47,11/6/2015 16:00:00,4.14,11/6/2015 16:00:00,83.61
11/9/2015 16:00:00,100.84,11/9/2015 16:00:00,57.08,11/9/2015 16:00:00,81.95,11/9/2015 16:00:00,4.05,11/9/2015 16:00:00,81.38
11/10/2015 16:00:00,101.45,11/10/2015 16:00:00,56.79,11/10/2015 16:00:00,82.35,11/10/2015 16:00:00,4.11,11/10/2015 16:00:00,81.43
11/11/2015 16:00:00,101.86,11/11/2015 16:00:00,57.21,11/11/2015 16:00:00,81.62,11/11/2015 16:00:00,4.04,11/11/2015 16:00:00,79.85
11/12/2015 16:00:00,100.27,11/12/2015 16:00:00,56.76,11/12/2015 16:00:00,79.41,11/12/2015 16:00:00,3.93,11/12/2015 16:00:00,78.76
11/13/2015 16:00:00,99.88,11/13/2015 16:00:00,56.28,11/13/2015 16:00:00,78.1,11/13/2015 16:00:00,3.97,11/13/2015 16:00:00,75.85
11/16/2015 16:00:00,101.22,11/16/2015 16:00:00,56.77,11/16/2015 16:00:00,80.9,11/16/2015 16:00:00,3.98,11/16/2015 16:00:00,78.3
11/17/2015 16:00:00,101.5,11/17/2015 16:00:00,56.68,11/17/2015 16:00:00,79.96,11/17/2015 16:00:00,3.76,11/17/2015 16:00:00,78.13
11/18/2015 16:00:00,102.67,11/18/2015 16:00:00,57.06,11/18/2015 16:00:00,80.74,11/18/2015 16:00:00,3.9,11/18/2015 16:00:00,77.69
11/19/2015 16:00:00,102.49,11/19/2015 16:00:00,57.46,11/19/2015 16:00:00,80.3,11/19/2015 16:00:00,3.89,11/19/2015 16:00:00,77.87
11/20/2015 16:00:00,102.48,11/20/2015 16:00:00,57.13,11/20/2015 16:00:00,79.79,11/20/2015 16:00:00,3.8,11/20/2015 16:00:00,79.95
11/23/2015 16:00:00,102.77,11/23/2015 16:00:00,57.62,11/23/2015 16:00:00,80.28,11/23/2015 16:00:00,3.79,11/23/2015 16:00:00,81.31
11/24/2015 16:00:00,102.04,11/24/2015 16:00:00,57.57,11/24/2015 16:00:00,81.88,11/24/2015 16:00:00,3.89,11/24/2015 16:00:00,80.86
11/25/2015 16:00:00,101.96,11/25/2015 16:00:00,57.5,11/25/2015 16:00:00,81.25,11/25/2015 16:00:00,3.73,11/25/2015 16:00:00,81.71
11/27/2015 16:00:00,102.37,11/27/2015 16:00:00,57.75,11/27/2015 16:00:00,81.23,11/27/2015 16:00:00,3.57,11/27/2015 16:00:00,81.38
11/30/2015 16:00:00,101.24,11/30/2015 16:00:00,57.6,11/30/2015 16:00:00,81.66,11/30/2015 16:00:00,3.37,11/30/2015 16:00:00,84.08
12/1/2015 16:00:00,102.36,12/1/2015 16:00:00,57.89,12/1/2015 16:00:00,81.89,12/1/2015 16:00:00,3.36,12/1/2015 16:00:00,84
12/2/2015 16:00:00,102.05,12/2/2015 16:00:00,57.84,12/2/2015 16:00:00,79.55,12/2/2015 16:00:00,3.36,12/2/2015 16:00:00,85
12/3/2015 16:00:00,100.79,12/3/2015 16:00:00,57.09,12/3/2015 16:00:00,78.41,12/3/2015 16:00:00,3.42,12/3/2015 16:00:00,82.59
12/4/2015 16:00:00,102.95,12/4/2015 16:00:00,58.51,12/4/2015 16:00:00,78.86,12/4/2015 16:00:00,3.28,12/4/2015 16:00:00,84.85
12/7/2015 16:00:00,103.32,12/7/2015 16:00:00,58.27,12/7/2015 16:00:00,76.8,12/7/2015 16:00:00,3.22,12/7/2015 16:00:00,84.76
12/8/2015 16:00:00,102.42,12/8/2015 16:00:00,58.23,12/8/2015 16:00:00,74.63,12/8/2015 16:00:00,3.12,12/8/2015 16:00:00,84.38
12/9/2015 16:00:00,102.15,12/9/2015 16:00:00,57.33,12/9/2015 16:00:00,75.63,12/9/2015 16:00:00,3.29,12/9/2015 16:00:00,83.42
12/10/2015 16:00:00,102.64,12/10/2015 16:00:00,57.18,12/10/2015 16:00:00,75.69,12/10/2015 16:00:00,3.27,12/10/2015 16:00:00,84.33
12/11/2015 16:00:00,101.68,12/11/2015 16:00:00,56.46,12/11/2015 16:00:00,74.34,12/11/2015 16:00:00,3.15,12/11/2015 16:00:00,79.74
12/14/2015 16:00:00,102.15,12/14/2015 16:00:00,57.52,12/14/2015 16:00:00,76.03,12/14/2015 16:00:00,3.2,12/14/2015 16:00:00,80.57
12/15/2015 16:00:00,104.13,12/15/2015 16:00:00,57.34,12/15/2015 16:00:00,79.43,12/15/2015 16:00:00,3.33,12/15/2015 16:00:00,82.49
12/16/2015 16:00:00,105.25,12/16/2015 16:00:00,58.95,12/16/2015 16:00:00,79.15,12/16/2015 16:00:00,3.45,12/16/2015 16:00:00,84.63
12/17/2015 16:00:00,103.64,12/17/2015 16:00:00,58.43,12/17/2015 16:00:00,77.96,12/17/2015 16:00:00,3.23,12/17/2015 16:00:00,83.56
12/18/2015 16:00:00,101.95,12/18/2015 16:00:00,57.13,12/18/2015 16:00:00,77.28,12/18/2015 16:00:00,3.2,12/18/2015 16:00:00,82.65
12/21/2015 16:00:00,101.58,12/21/2015 16:00:00,57.44,12/21/2015 16:00:00,77.26,12/21/2015 16:00:00,3.07,12/21/2015 16:00:00,82.87
12/22/2015 16:00:00,102.71,12/22/2015 16:00:00,57.77,12/22/2015 16:00:00,77.65,12/22/2015 16:00:00,3.14,12/22/2015 16:00:00,84.84
12/23/2015 16:00:00,103.49,12/23/2015 16:00:00,58.43,12/23/2015 16:00:00,80.19,12/23/2015 16:00:00,3.43,12/23/2015 16:00:00,84.8
12/24/2015 16:00:00,103.72,12/24/2015 16:00:00,58.29,12/24/2015 16:00:00,79.33,12/24/2015 16:00:00,3.3,12/24/2015 16:00:00,83.71
12/28/2015 16:00:00,103.22,12/28/2015 16:00:00,58.27,12/28/2015 16:00:00,78.74,12/28/2015 16:00:00,3.24,12/28/2015 16:00:00,82.14
12/29/2015 16:00:00,104.03,12/29/2015 16:00:00,58.92,12/29/2015 16:00:00,79.16,12/29/2015 16:00:00,3.33,12/29/2015 16:00:00,83.26
12/30/2015 16:00:00,103.78,12/30/2015 16:00:00,58.8,12/30/2015 16:00:00,78.11,12/30/2015 16:00:00,3.27,12/30/2015 16:00:00,81.68
12/31/2015 16:00:00,102.72,12/31/2015 16:00:00,58.21,12/31/2015 16:00:00,77.95,12/31/2015 16:00:00,3.29,12/31/2015 16:00:00,81.27
1/4/2016 16:00:00,100.48,1/4/2016 16:00:00,57.39,1/4/2016 16:00:00,77.46,1/4/2016 16:00:00,3.16,1/4/2016 16:00:00,76.69
1/5/2016 16:00:00,100.9,1/5/2016 16:00:00,58.55,1/5/2016 16:00:00,78.12,1/5/2016 16:00:00,3.15,1/5/2016 16:00:00,78.63
1/6/2016 16:00:00,100.39,1/6/2016 16:00:00,59.17,1/6/2016 16:00:00,77.47,1/6/2016 16:00:00,2.91,1/6/2016 16:00:00,77.33
1/7/2016 16:00:00,99.22,1/7/2016 16:00:00,58.14,1/7/2016 16:00:00,76.23,1/7/2016 16:00:00,2.71,1/7/2016 16:00:00,72.72
1/8/2016 16:00:00,98.16,1/8/2016 16:00:00,58.24,1/8/2016 16:00:00,74.69,1/8/2016 16:00:00,2.6,1/8/2016 16:00:00,70.8
1/11/2016 16:00:00,97.57,1/11/2016 16:00:00,59.46,1/11/2016 16:00:00,73.69,1/11/2016 16:00:00,2.54,1/11/2016 16:00:00,69.92
1/12/2016 16:00:00,98.24,1/12/2016 16:00:00,59.38,1/12/2016 16:00:00,75.2,1/12/2016 16:00:00,2.37,1/12/2016 16:00:00,72.68
1/13/2016 16:00:00,97.02,1/13/2016 16:00:00,57.78,1/13/2016 16:00:00,75.65,1/13/2016 16:00:00,2.23,1/13/2016 16:00:00,70.29
1/14/2016 16:00:00,98.89,1/14/2016 16:00:00,58.22,1/14/2016 16:00:00,79.12,1/14/2016 16:00:00,2.44,1/14/2016 16:00:00,72.25
1/15/2016 16:00:00,97,1/15/2016 16:00:00,57.2,1/15/2016 16:00:00,77.58,1/15/2016 16:00:00,2.37,1/15/2016 16:00:00,69.59
1/19/2016 16:00:00,97.5,1/19/2016 16:00:00,58.4,1/19/2016 16:00:00,76.4,1/19/2016 16:00:00,2.33,1/19/2016 16:00:00,70.13
1/20/2016 16:00:00,95.75,1/20/2016 16:00:00,57.22,1/20/2016 16:00:00,73.18,1/20/2016 16:00:00,2.33,1/20/2016 16:00:00,68.71
1/21/2016 16:00:00,95.94,1/21/2016 16:00:00,57.45,1/21/2016 16:00:00,74.1,1/21/2016 16:00:00,2.2,1/21/2016 16:00:00,70.72
1/22/2016 16:00:00,96.75,1/22/2016 16:00:00,58.28,1/22/2016 16:00:00,76.57,1/22/2016 16:00:00,2.27,1/22/2016 16:00:00,70.37
1/25/2016 16:00:00,96.4,1/25/2016 16:00:00,58.4,1/25/2016 16:00:00,73.98,1/25/2016 16:00:00,2.15,1/25/2016 16:00:00,69.72
1/26/2016 16:00:00,101.18,1/26/2016 16:00:00,58.96,1/26/2016 16:00:00,76.7,1/26/2016 16:00:00,2.22,1/26/2016 16:00:00,69.77
1/27/2016 16:00:00,102.16,1/27/2016 16:00:00,58.96,1/27/2016 16:00:00,75.29,1/27/2016 16:00:00,2.31,1/27/2016 16:00:00,69.54
1/28/2016 16:00:00,102.27,1/28/2016 16:00:00,59.63,1/28/2016 16:00:00,76.99,1/28/2016 16:00:00,2.27,1/28/2016 16:00:00,66.92
1/29/2016 16:00:00,104.44,1/29/2016 16:00:00,61.11,1/29/2016 16:00:00,77.85,1/29/2016 16:00:00,2.45,1/29/2016 16:00:00,67.03
2/1/2016 16:00:00,104.37,2/1/2016 16:00:00,60.94,2/1/2016 16:00:00,76.29,2/1/2016 16:00:00,2.37,2/1/2016 16:00:00,67.03
2/2/2016 16:00:00,103.41,2/2/2016 16:00:00,60.49,2/2/2016 16:00:00,74.59,2/2/2016 16:00:00,2.16,2/2/2016 16:00:00,65.09
2/3/2016 16:00:00,104.14,2/3/2016 16:00:00,59.84,2/3/2016 16:00:00,78.48,2/3/2016 16:00:00,2.32,2/3/2016 16:00:00,63.44
2/4/2016 16:00:00,103.9,2/4/2016 16:00:00,59.48,2/4/2016 16:00:00,79.83,2/4/2016 16:00:00,2.69,2/4/2016 16:00:00,64.86
2/5/2016 16:00:00,100.54,2/5/2016 16:00:00,59.8,2/5/2016 16:00:00,80.08,2/5/2016 16:00:00,2.61,2/5/2016 16:00:00,62.64
2/8/2016 16:00:00,102,2/8/2016 16:00:00,60.12,2/8/2016 16:00:00,81.16,2/8/2016 16:00:00,2.52,2/8/2016 16:00:00,61.1
2/9/2016 16:00:00,101.97,2/9/2016 16:00:00,60.45,2/9/2016 16:00:00,80.08,2/9/2016 16:00:00,2.47,2/9/2016 16:00:00,61.39
2/10/2016 16:00:00,101.73,2/10/2016 16:00:00,60.05,2/10/2016 16:00:00,79.35,2/10/2016 16:00:00,2.6,2/10/2016 16:00:00,61.78
2/11/2016 16:00:00,101.7,2/11/2016 16:00:00,59.99,2/11/2016 16:00:00,79.6,2/11/2016 16:00:00,2.38,2/11/2016 16:00:00,60.57
2/12/2016 16:00:00,101.82,2/12/2016 16:00:00,59.97,2/12/2016 16:00:00,81.03,2/12/2016 16:00:00,2.63,2/12/2016 16:00:00,60.89
2/16/2016 16:00:00,102.32,2/16/2016 16:00:00,60.3,2/16/2016 16:00:00,81.22,2/16/2016 16:00:00,2.77,2/16/2016 16:00:00,66.29
2/17/2016 16:00:00,102.5,2/17/2016 16:00:00,60.4,2/17/2016 16:00:00,82,2/17/2016 16:00:00,3.06,2/17/2016 16:00:00,66.38
2/18/2016 16:00:00,104.24,2/18/2016 16:00:00,60.62,2/18/2016 16:00:00,82.45,2/18/2016 16:00:00,2.88,2/18/2016 16:00:00,66.52
2/19/2016 16:00:00,104.16,2/19/2016 16:00:00,60.56,2/19/2016 16:00:00,82.5,2/19/2016 16:00:00,2.94,2/19/2016 16:00:00,67.28
2/22/2016 16:00:00,104.75,2/22/2016 16:00:00,61.21,2/22/2016 16:00:00,82.39,2/22/2016 16:00:00,3.34,2/22/2016 16:00:00,68.84
2/23/2016 16:00:00,104.08,2/23/2016 16:00:00,61.52,2/23/2016 16:00:00,81.23,2/23/2016 16:00:00,3.11,2/23/2016 16:00:00,66.97
2/24/2016 16:00:00,104.96,2/24/2016 16:00:00,61.36,2/24/2016 16:00:00,81.52,2/24/2016 16:00:00,2.93,2/24/2016 16:00:00,67.23
2/25/2016 16:00:00,106.38,2/25/2016 16:00:00,62.38,2/25/2016 16:00:00,82.01,2/25/2016 16:00:00,2.8,2/25/2016 16:00:00,66.66
2/26/2016 16:00:00,105.78,2/26/2016 16:00:00,61.54,2/26/2016 16:00:00,81.75,2/26/2016 16:00:00,2.71,2/26/2016 16:00:00,66.91
2/29/2016 16:00:00,105.21,2/29/2016 16:00:00,61.57,2/29/2016 16:00:00,80.15,2/29/2016 16:00:00,2.94,2/29/2016 16:00:00,68.81
3/1/2016 16:00:00,107.22,3/1/2016 16:00:00,61.73,3/1/2016 16:00:00,81.28,3/1/2016 16:00:00,3.2,3/1/2016 16:00:00,70.86
3/2/2016 16:00:00,107.04,3/2/2016 16:00:00,61.5,3/2/2016 16:00:00,82.7,3/2/2016 16:00:00,3.63,3/2/2016 16:00:00,71.25
3/3/2016 16:00:00,106.65,3/3/2016 16:00:00,62.23,3/3/2016 16:00:00,82.4,3/3/2016 16:00:00,4.11,3/3/2016 16:00:00,71.02
3/4/2016 16:00:00,106.5,3/4/2016 16:00:00,62.98,3/4/2016 16:00:00,82.29,3/4/2016 16:00:00,4.38,3/4/2016 16:00:00,72.22
3/7/2016 16:00:00,106.74,3/7/2016 16:00:00,61.81,3/7/2016 16:00:00,84.46,3/7/2016 16:00:00,4.65,3/7/2016 16:00:00,72.89
3/8/2016 16:00:00,106.22,3/8/2016 16:00:00,62.3,3/8/2016 16:00:00,82.63,3/8/2016 16:00:00,4,3/8/2016 16:00:00,71.07
3/9/2016 16:00:00,106.84,3/9/2016 16:00:00,62.81,3/9/2016 16:00:00,82.4,3/9/2016 16:00:00,3.93,3/9/2016 16:00:00,72.43
3/10/2016 16:00:00,107.14,3/10/2016 16:00:00,63,3/10/2016 16:00:00,82.18,3/10/2016 16:00:00,3.88,3/10/2016 16:00:00,71.97
3/11/2016 16:00:00,107.71,3/11/2016 16:00:00,62.01,3/11/2016 16:00:00,82.19,3/11/2016 16:00:00,3.83,3/11/2016 16:00:00,74.01
3/14/2016 16:00:00,107.66,3/14/2016 16:00:00,62.01,3/14/2016 16:00:00,82.41,3/14/2016 16:00:00,3.72,3/14/2016 16:00:00,73.35
3/15/2016 16:00:00,107.76,3/15/2016 16:00:00,61.86,3/15/2016 16:00:00,82.82,3/15/2016 16:00:00,3.54,3/15/2016 16:00:00,72.23
3/16/2016 16:00:00,107.41,3/16/2016 16:00:00,62.07,3/16/2016 16:00:00,82.87,3/16/2016 16:00:00,3.98,3/16/2016 16:00:00,73.5
3/17/2016 16:00:00,106.74,3/17/2016 16:00:00,62.33,3/17/2016 16:00:00,84.1,3/17/2016 16:00:00,4.22,3/17/2016 16:00:00,74.25
3/18/2016 16:00:00,107.5,3/18/2016 16:00:00,61.54,3/18/2016 16:00:00,84.2,3/18/2016 16:00:00,4.17,3/18/2016 16:00:00,76.25
3/21/2016 16:00:00,107.28,3/21/2016 16:00:00,61.72,3/21/2016 16:00:00,83.62,3/21/2016 16:00:00,4.23,3/21/2016 16:00:00,78.11
3/22/2016 16:00:00,107.38,3/22/2016 16:00:00,61,3/22/2016 16:00:00,84.12,3/22/2016 16:00:00,4.23,3/22/2016 16:00:00,78.18
3/23/2016 16:00:00,108.5,3/23/2016 16:00:00,61.41,3/23/2016 16:00:00,83.75,3/23/2016 16:00:00,3.84,3/23/2016 16:00:00,76.56
3/24/2016 16:00:00,108.31,3/24/2016 16:00:00,60.88,3/24/2016 16:00:00,83.98,3/24/2016 16:00:00,4.04,3/24/2016 16:00:00,75.86
3/28/2016 16:00:00,108.23,3/28/2016 16:00:00,61.63,3/28/2016 16:00:00,84.22,3/28/2016 16:00:00,4.13,3/28/2016 16:00:00,76.48
3/29/2016 16:00:00,109.14,3/29/2016 16:00:00,62.03,3/29/2016 16:00:00,84.53,3/29/2016 16:00:00,4.12,3/29/2016 16:00:00,78.08
3/30/2016 16:00:00,108.98,3/30/2016 16:00:00,62.58,3/30/2016 16:00:00,84.52,3/30/2016 16:00:00,4.24,3/30/2016 16:00:00,78.86
3/31/2016 16:00:00,108.2,3/31/2016 16:00:00,62.66,3/31/2016 16:00:00,83.59,3/31/2016 16:00:00,4.21,3/31/2016 16:00:00,79.03
4/1/2016 16:00:00,109.19,4/1/2016 16:00:00,63.06,4/1/2016 16:00:00,82.96,4/1/2016 16:00:00,4.32,4/1/2016 16:00:00,78.73
4/4/2016 16:00:00,108.59,4/4/2016 16:00:00,63.23,4/4/2016 16:00:00,83.16,4/4/2016 16:00:00,4.06,4/4/2016 16:00:00,79.08
4/5/2016 16:00:00,108.95,4/5/2016 16:00:00,62.93,4/5/2016 16:00:00,82.21,4/5/2016 16:00:00,4.13,4/5/2016 16:00:00,77.32
4/6/2016 16:00:00,109.42,4/6/2016 16:00:00,63.56,4/6/2016 16:00:00,83.31,4/6/2016 16:00:00,4.1,4/6/2016 16:00:00,78.68
4/7/2016 16:00:00,109.27,4/7/2016 16:00:00,63.41,4/7/2016 16:00:00,82.37,4/7/2016 16:00:00,4.07,4/7/2016 16:00:00,77.61
4/8/2016 16:00:00,109.1,4/8/2016 16:00:00,63.8,4/8/2016 16:00:00,83.21,4/8/2016 16:00:00,4.48,4/8/2016 16:00:00,77.47
4/11/2016 16:00:00,108.97,4/11/2016 16:00:00,63.31,4/11/2016 16:00:00,83.32,4/11/2016 16:00:00,4.88,4/11/2016 16:00:00,77.71
4/12/2016 16:00:00,109.6,4/12/2016 16:00:00,63.82,4/12/2016 16:00:00,84.35,4/12/2016 16:00:00,5.32,4/12/2016 16:00:00,77.86
4/13/2016 16:00:00,109.87,4/13/2016 16:00:00,62.07,4/13/2016 16:00:00,84.83,4/13/2016 16:00:00,5.64,4/13/2016 16:00:00,79.64
4/14/2016 16:00:00,109.84,4/14/2016 16:00:00,61.59,4/14/2016 16:00:00,85.43,4/14/2016 16:00:00,5.25,4/14/2016 16:00:00,79.61
4/15/2016 16:00:00,110.18,4/15/2016 16:00:00,61.68,4/15/2016 16:00:00,84.97,4/15/2016 16:00:00,5.29,4/15/2016 16:00:00,78.97
4/18/2016 16:00:00,110.93,4/18/2016 16:00:00,62.17,4/18/2016 16:00:00,85.78,4/18/2016 16:00:00,5.27,4/18/2016 16:00:00,79.01
4/19/2016 16:00:00,112.68,4/19/2016 16:00:00,61.71,4/19/2016 16:00:00,86.21,4/19/2016 16:00:00,5.74,4/19/2016 16:00:00,79.46
4/20/2016 16:00:00,113.58,4/20/2016 16:00:00,61.48,4/20/2016 16:00:00,86.8,4/20/2016 16:00:00,6.07,4/20/2016 16:00:00,81.21
4/21/2016 16:00:00,113.57,4/21/2016 16:00:00,60.18,4/21/2016 16:00:00,86.79,4/21/2016 16:00:00,5.53,4/21/2016 16:00:00,80.78
4/22/2016 16:00:00,113.32,4/22/2016 16:00:00,60.52,4/22/2016 16:00:00,87.53,4/22/2016 16:00:00,5.42,4/22/2016 16:00:00,79.89
4/25/2016 16:00:00,113.51,4/25/2016 16:00:00,61.22,4/25/2016 16:00:00,87.33,4/25/2016 16:00:00,5.09,4/25/2016 16:00:00,78.84
4/26/2016 16:00:00,112.91,4/26/2016 16:00:00,61.35,4/26/2016 16:00:00,87.63,4/26/2016 16:00:00,5.24,4/26/2016 16:00:00,78.61
4/27/2016 16:00:00,112.77,4/27/2016 16:00:00,61.55,4/27/2016 16:00:00,88.46,4/27/2016 16:00:00,5.59,4/27/2016 16:00:00,77.65
4/28/2016 16:00:00,112.48,4/28/2016 16:00:00,62.19,4/28/2016 16:00:00,88.03,4/28/2016 16:00:00,5.62,4/28/2016 16:00:00,76.4
4/29/2016 16:00:00,112.08,4/29/2016 16:00:00,62.71,4/29/2016 16:00:00,88.4,4/29/2016 16:00:00,5.67,4/29/2016 16:00:00,76.94
5/2/2016 16:00:00,112.75,5/2/2016 16:00:00,63.12,5/2/2016 16:00:00,89.13,5/2/2016 16:00:00,5.65,5/2/2016 16:00:00,76.61
5/3/2016 16:00:00,112.69,5/3/2016 16:00:00,63.2,5/3/2016 16:00:00,88.11,5/3/2016 16:00:00,5.21,5/3/2016 16:00:00,75.91
5/4/2016 16:00:00,112.22,5/4/2016 16:00:00,63.23,5/4/2016 16:00:00,87.94,5/4/2016 16:00:00,4.86,5/4/2016 16:00:00,75.82
5/5/2016 16:00:00,112.88,5/5/2016 16:00:00,62.84,5/5/2016 16:00:00,88.04,5/5/2016 16:00:00,4.63,5/5/2016 16:00:00,78.83
5/6/2016 16:00:00,112.74,5/6/2016 16:00:00,62.93,5/6/2016 16:00:00,88.51,5/6/2016 16:00:00,4.78,5/6/2016 16:00:00,79.2
5/9/2016 16:00:00,113.72,5/9/2016 16:00:00,63.66,5/9/2016 16:00:00,88.57,5/9/2016 16:00:00,4.31,5/9/2016 16:00:00,79.41
5/10/2016 16:00:00,114.67,5/10/2016 16:00:00,64.6,5/10/2016 16:00:00,89.99,5/10/2016 16:00:00,4.55,5/10/2016 16:00:00,79.72
5/11/2016 16:00:00,114.37,5/11/2016 16:00:00,64.61,5/11/2016 16:00:00,88.81,5/11/2016 16:00:00,4.6,5/11/2016 16:00:00,79.8
5/12/2016 16:00:00,114.23,5/12/2016 16:00:00,65.02,5/12/2016 16:00:00,89.67,5/12/2016 16:00:00,4.44,5/12/2016 16:00:00,79.16
5/13/2016 16:00:00,113.56,5/13/2016 16:00:00,64.58,5/13/2016 16:00:00,88.66,5/13/2016 16:00:00,4.13,5/13/2016 16:00:00,77.16
5/16/2016 16:00:00,114.44,5/16/2016 16:00:00,64.76,5/16/2016 16:00:00,89.57,5/16/2016 16:00:00,4.23,5/16/2016 16:00:00,79.29
5/17/2016 16:00:00,113.83,5/17/2016 16:00:00,63.88,5/17/2016 16:00:00,89.53,5/17/2016 16:00:00,4.31,5/17/2016 16:00:00,79.35
5/18/2016 16:00:00,113.59,5/18/2016 16:00:00,62.99,5/18/2016 16:00:00,89.35,5/18/2016 16:00:00,4.13,5/18/2016 16:00:00,79.03
5/19/2016 16:00:00,112.85,5/19/2016 16:00:00,63.35,5/19/2016 16:00:00,90.11,5/19/2016 16:00:00,4.12,5/19/2016 16:00:00,78.32
5/20/2016 16:00:00,112.64,5/20/2016 16:00:00,62.96,5/20/2016 16:00:00,89.74,5/20/2016 16:00:00,3.98,5/20/2016 16:00:00,78.79
5/23/2016 16:00:00,112.16,5/23/2016 16:00:00,63.24,5/23/2016 16:00:00,89.6,5/23/2016 16:00:00,4,5/23/2016 16:00:00,79
5/24/2016 16:00:00,112.69,5/24/2016 16:00:00,63.79,5/24/2016 16:00:00,89.67,5/24/2016 16:00:00,3.91,5/24/2016 16:00:00,81.12
5/25/2016 16:00:00,113.35,5/25/2016 16:00:00,63.92,5/25/2016 16:00:00,90.26,5/25/2016 16:00:00,4.07,5/25/2016 16:00:00,75.59
5/26/2016 16:00:00,112.9,5/26/2016 16:00:00,64,5/26/2016 16:00:00,89.8,5/26/2016 16:00:00,4.06,5/26/2016 16:00:00,78.35
5/27/2016 16:00:00,113.06,5/27/2016 16:00:00,63.96,5/27/2016 16:00:00,90.01,5/27/2016 16:00:00,3.98,5/27/2016 16:00:00,80.97
5/31/2016 16:00:00,112.69,5/31/2016 16:00:00,63.64,5/31/2016 16:00:00,89.02,5/31/2016 16:00:00,3.93,5/31/2016 16:00:00,82
6/1/2016 16:00:00,112.78,6/1/2016 16:00:00,64.35,6/1/2016 16:00:00,89.24,6/1/2016 16:00:00,4.03,6/1/2016 16:00:00,76.69
6/2/2016 16:00:00,114.49,6/2/2016 16:00:00,64.31,6/2/2016 16:00:00,88.53,6/2/2016 16:00:00,4.15,6/2/2016 16:00:00,77.3
6/3/2016 16:00:00,114.76,6/3/2016 16:00:00,65.3,6/3/2016 16:00:00,88.37,6/3/2016 16:00:00,4.61,6/3/2016 16:00:00,76.62
6/6/2016 16:00:00,115.77,6/6/2016 16:00:00,65.2,6/6/2016 16:00:00,89.34,6/6/2016 16:00:00,4.88,6/6/2016 16:00:00,78.06
6/7/2016 16:00:00,115.73,6/7/2016 16:00:00,65.1,6/7/2016 16:00:00,90.71,6/7/2016 16:00:00,4.8,6/7/2016 16:00:00,77.84
6/8/2016 16:00:00,115.8,6/8/2016 16:00:00,65.62,6/8/2016 16:00:00,90.79,6/8/2016 16:00:00,5.05,6/8/2016 16:00:00,77.64
6/9/2016 16:00:00,117,6/9/2016 16:00:00,65.86,6/9/2016 16:00:00,90.67,6/9/2016 16:00:00,4.63,6/9/2016 16:00:00,77.56
